freq (Hz)	real	complex
5.200000E+1	2.474440E-1	0.000000E+0
5.300000E+1	2.405050E-1	0.000000E+0
5.400000E+1	3.021054E-1	0.000000E+0
5.500000E+1	4.177563E-1	0.000000E+0
5.600000E+1	5.218899E-1	0.000000E+0
5.700000E+1	5.631755E-1	0.000000E+0
5.800000E+1	5.159555E-1	0.000000E+0
5.900000E+1	4.016271E-1	0.000000E+0
6.000000E+1	3.706570E-1	0.000000E+0
6.100000E+1	5.965423E-1	0.000000E+0
6.200000E+1	9.453078E-1	0.000000E+0
6.300000E+1	1.288400E+0	0.000000E+0
6.400000E+1	1.551429E+0	0.000000E+0
6.500000E+1	1.685473E+0	0.000000E+0
6.600000E+1	1.665964E+0	0.000000E+0
6.700000E+1	1.494594E+0	0.000000E+0
6.800000E+1	1.198032E+0	0.000000E+0
6.900000E+1	8.224789E-1	0.000000E+0
7.000000E+1	4.248552E-1	0.000000E+0
7.100000E+1	6.240514E-2	0.000000E+0
7.200000E+1	2.181772E-1	0.000000E+0
7.300000E+1	3.868560E-1	0.000000E+0
7.400000E+1	4.362898E-1	0.000000E+0
7.500000E+1	3.804838E-1	0.000000E+0
7.600000E+1	2.511724E-1	0.000000E+0
7.700000E+1	9.631059E-2	0.000000E+0
7.800000E+1	9.691866E-2	0.000000E+0
7.900000E+1	2.054621E-1	0.000000E+0
8.000000E+1	2.600981E-1	0.000000E+0
8.100000E+1	2.497711E-1	0.000000E+0
8.200000E+1	1.842505E-1	0.000000E+0
8.300000E+1	8.550003E-2	0.000000E+0
8.400000E+1	2.539437E-2	0.000000E+0
8.500000E+1	1.092098E-1	0.000000E+0
8.600000E+1	1.580113E-1	0.000000E+0
8.700000E+1	1.613282E-1	0.000000E+0
8.800000E+1	1.229406E-1	0.000000E+0
8.900000E+1	5.831441E-2	0.000000E+0
9.000000E+1	3.669903E-2	0.000000E+0
9.100000E+1	9.657832E-2	0.000000E+0
9.200000E+1	1.362132E-1	0.000000E+0
9.300000E+1	1.416079E-1	0.000000E+0
9.400000E+1	1.128118E-1	0.000000E+0
9.500000E+1	5.904758E-2	0.000000E+0
9.600000E+1	1.585989E-2	0.000000E+0
9.700000E+1	6.925356E-2	0.000000E+0
9.800000E+1	1.086572E-1	0.000000E+0
9.900000E+1	1.198332E-1	0.000000E+0
1.000000E+2	1.017538E-1	0.000000E+0
1.010000E+2	6.388047E-2	0.000000E+0
1.020000E+2	4.420185E-2	0.000000E+0
1.030000E+2	8.135182E-2	0.000000E+0
1.040000E+2	1.214599E-1	0.000000E+0
